method,m,pi0,effect_size,alpha,rep,FDR,Power
Bonferroni,32,0.5,0.5,0.05,989,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,989,0.0,0.1875
BH,32,0.5,0.5,0.05,990,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,990,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,990,0.5,0.0625
BH,32,0.5,0.5,0.05,991,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,991,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,991,0.5,0.125
BH,32,0.5,0.5,0.05,992,0.0,0.0625
Bonferroni,32,0.5,0.5,0.05,992,0.0,0.0625
Uncorrected,32,0.5,0.5,0.05,992,0.0,0.0625
BH,32,0.5,0.5,0.05,993,1.0,0.0
Bonferroni,32,0.5,0.5,0.05,993,1.0,0.0
Uncorrected,32,0.5,0.5,0.05,993,0.25,0.1875
BH,32,0.5,0.5,0.05,994,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,994,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,994,0.0,0.0625
BH,32,0.5,0.5,0.05,995,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,995,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,995,0.5,0.0625
BH,32,0.5,0.5,0.05,996,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,996,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,996,0.75,0.0625
BH,32,0.5,0.5,0.05,997,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,997,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,997,0.6666666666666666,0.0625
BH,32,0.5,0.5,0.05,998,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,998,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,998,0.0,0.0625
BH,32,0.5,0.5,0.05,999,0.0,0.0
Bonferroni,32,0.5,0.5,0.05,999,0.0,0.0
Uncorrected,32,0.5,0.5,0.05,999,0.0,0.0
BH,32,0.5,1.0,0.05,0,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,0,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,0,0.0,0.125
BH,32,0.5,1.0,0.05,1,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,1,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,1,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,2,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,2,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,2,0.0,0.125
BH,32,0.5,1.0,0.05,3,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,3,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,3,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,4,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,4,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,4,0.0,0.125
BH,32,0.5,1.0,0.05,5,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,5,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,5,0.0,0.0
BH,32,0.5,1.0,0.05,6,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,6,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,6,0.42857142857142855,0.25
BH,32,0.5,1.0,0.05,7,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,7,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,7,0.0,0.25
BH,32,0.5,1.0,0.05,8,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,8,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,8,0.0,0.3125
BH,32,0.5,1.0,0.05,9,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,9,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,9,0.2,0.25
BH,32,0.5,1.0,0.05,10,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,10,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,10,0.0,0.25
BH,32,0.5,1.0,0.05,11,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,11,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,11,0.4444444444444444,0.3125
BH,32,0.5,1.0,0.05,12,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,12,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,12,0.0,0.1875
BH,32,0.5,1.0,0.05,13,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,13,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,13,0.5,0.0625
BH,32,0.5,1.0,0.05,14,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,14,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,14,0.5,0.0625
BH,32,0.5,1.0,0.05,15,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,15,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,15,0.3333333333333333,0.25
BH,32,0.5,1.0,0.05,16,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,16,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,16,0.16666666666666666,0.3125
BH,32,0.5,1.0,0.05,17,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,17,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,17,0.25,0.1875
BH,32,0.5,1.0,0.05,18,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,18,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,18,0.5,0.125
BH,32,0.5,1.0,0.05,19,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,19,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,19,0.0,0.125
BH,32,0.5,1.0,0.05,20,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,20,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,20,0.0,0.0
BH,32,0.5,1.0,0.05,21,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,21,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,21,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,22,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,22,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,22,1.0,0.0
BH,32,0.5,1.0,0.05,23,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,23,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,23,0.25,0.1875
BH,32,0.5,1.0,0.05,24,1.0,0.0
Bonferroni,32,0.5,1.0,0.05,24,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,24,0.5,0.125
BH,32,0.5,1.0,0.05,25,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,25,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,25,0.5,0.0625
BH,32,0.5,1.0,0.05,26,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,26,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,26,0.0,0.25
BH,32,0.5,1.0,0.05,27,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,27,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,27,0.0,0.0625
BH,32,0.5,1.0,0.05,28,0.5,0.0625
Bonferroni,32,0.5,1.0,0.05,28,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,28,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,29,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,29,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,29,0.0,0.125
BH,32,0.5,1.0,0.05,30,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,30,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,30,0.14285714285714285,0.375
BH,32,0.5,1.0,0.05,31,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,31,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,31,0.4,0.1875
BH,32,0.5,1.0,0.05,32,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,32,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,32,0.0,0.1875
BH,32,0.5,1.0,0.05,33,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,33,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,33,0.0,0.1875
BH,32,0.5,1.0,0.05,34,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,34,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,34,0.0,0.125
BH,32,0.5,1.0,0.05,35,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,35,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,35,0.5,0.0625
BH,32,0.5,1.0,0.05,36,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,36,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,36,0.25,0.1875
BH,32,0.5,1.0,0.05,37,1.0,0.0
Bonferroni,32,0.5,1.0,0.05,37,1.0,0.0
Uncorrected,32,0.5,1.0,0.05,37,0.5,0.125
BH,32,0.5,1.0,0.05,38,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,38,0.0,0.125
Uncorrected,32,0.5,1.0,0.05,38,0.0,0.25
BH,32,0.5,1.0,0.05,39,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,39,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,39,1.0,0.0
BH,32,0.5,1.0,0.05,40,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,40,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,40,0.5,0.0625
BH,32,0.5,1.0,0.05,41,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,41,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,41,0.0,0.125
BH,32,0.5,1.0,0.05,42,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,42,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,42,1.0,0.0
BH,32,0.5,1.0,0.05,43,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,43,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,43,0.2,0.25
BH,32,0.5,1.0,0.05,44,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,44,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,44,0.0,0.1875
BH,32,0.5,1.0,0.05,45,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,45,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,45,0.0,0.0625
BH,32,0.5,1.0,0.05,46,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,46,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,46,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,47,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,47,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,47,0.0,0.0
BH,32,0.5,1.0,0.05,48,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,48,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,48,0.0,0.375
BH,32,0.5,1.0,0.05,49,0.0,0.25
Bonferroni,32,0.5,1.0,0.05,49,0.0,0.125
Uncorrected,32,0.5,1.0,0.05,49,0.2,0.25
BH,32,0.5,1.0,0.05,50,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,50,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,50,0.5,0.125
BH,32,0.5,1.0,0.05,51,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,51,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,51,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,52,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,52,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,52,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,53,1.0,0.0
Bonferroni,32,0.5,1.0,0.05,53,1.0,0.0
Uncorrected,32,0.5,1.0,0.05,53,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,54,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,54,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,54,0.0,0.1875
BH,32,0.5,1.0,0.05,55,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,55,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,55,0.0,0.1875
BH,32,0.5,1.0,0.05,56,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,56,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,56,0.0,0.25
BH,32,0.5,1.0,0.05,57,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,57,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,57,1.0,0.0
BH,32,0.5,1.0,0.05,58,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,58,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,58,0.0,0.25
BH,32,0.5,1.0,0.05,59,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,59,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,59,0.4,0.1875
BH,32,0.5,1.0,0.05,60,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,60,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,60,0.5,0.0625
BH,32,0.5,1.0,0.05,61,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,61,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,61,0.2,0.25
BH,32,0.5,1.0,0.05,62,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,62,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,62,0.2,0.25
BH,32,0.5,1.0,0.05,63,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,63,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,63,0.2,0.25
BH,32,0.5,1.0,0.05,64,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,64,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,64,0.75,0.0625
BH,32,0.5,1.0,0.05,65,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,65,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,65,0.0,0.125
BH,32,0.5,1.0,0.05,66,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,66,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,66,0.0,0.375
BH,32,0.5,1.0,0.05,67,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,67,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,67,0.2,0.25
BH,32,0.5,1.0,0.05,68,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,68,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,68,0.2,0.25
BH,32,0.5,1.0,0.05,69,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,69,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,69,0.0,0.1875
BH,32,0.5,1.0,0.05,70,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,70,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,70,0.0,0.125
BH,32,0.5,1.0,0.05,71,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,71,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,71,0.0,0.0625
BH,32,0.5,1.0,0.05,72,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,72,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,72,0.0,0.1875
BH,32,0.5,1.0,0.05,73,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,73,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,73,0.5,0.0625
BH,32,0.5,1.0,0.05,74,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,74,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,74,0.0,0.0
BH,32,0.5,1.0,0.05,75,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,75,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,75,0.0,0.125
BH,32,0.5,1.0,0.05,76,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,76,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,76,0.2,0.25
BH,32,0.5,1.0,0.05,77,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,77,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,77,0.25,0.1875
BH,32,0.5,1.0,0.05,78,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,78,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,78,0.5,0.125
BH,32,0.5,1.0,0.05,79,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,79,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,79,0.2,0.25
BH,32,0.5,1.0,0.05,80,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,80,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,80,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,81,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,81,0.0,0.125
Uncorrected,32,0.5,1.0,0.05,81,0.16666666666666666,0.3125
BH,32,0.5,1.0,0.05,82,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,82,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,82,0.5,0.0625
BH,32,0.5,1.0,0.05,83,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,83,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,83,0.6666666666666666,0.0625
BH,32,0.5,1.0,0.05,84,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,84,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,84,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,85,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,85,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,85,0.25,0.1875
BH,32,0.5,1.0,0.05,86,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,86,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,86,0.0,0.125
BH,32,0.5,1.0,0.05,87,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,87,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,87,0.0,0.125
BH,32,0.5,1.0,0.05,88,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,88,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,88,0.0,0.1875
BH,32,0.5,1.0,0.05,89,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,89,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,89,0.0,0.0625
BH,32,0.5,1.0,0.05,90,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,90,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,90,1.0,0.0
BH,32,0.5,1.0,0.05,91,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,91,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,91,0.0,0.1875
BH,32,0.5,1.0,0.05,92,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,92,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,92,0.0,0.125
BH,32,0.5,1.0,0.05,93,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,93,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,93,0.0,0.1875
BH,32,0.5,1.0,0.05,94,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,94,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,94,0.2,0.25
BH,32,0.5,1.0,0.05,95,0.5,0.0625
Bonferroni,32,0.5,1.0,0.05,95,1.0,0.0
Uncorrected,32,0.5,1.0,0.05,95,0.25,0.1875
BH,32,0.5,1.0,0.05,96,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,96,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,96,0.0,0.125
BH,32,0.5,1.0,0.05,97,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,97,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,97,0.0,0.125
BH,32,0.5,1.0,0.05,98,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,98,0.0,0.125
Uncorrected,32,0.5,1.0,0.05,98,0.0,0.25
BH,32,0.5,1.0,0.05,99,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,99,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,99,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,100,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,100,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,100,0.0,0.3125
BH,32,0.5,1.0,0.05,101,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,101,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,101,0.5,0.0625
BH,32,0.5,1.0,0.05,102,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,102,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,102,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,103,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,103,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,103,0.5,0.0625
BH,32,0.5,1.0,0.05,104,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,104,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,104,0.16666666666666666,0.3125
BH,32,0.5,1.0,0.05,105,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,105,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,105,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,106,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,106,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,106,0.16666666666666666,0.3125
BH,32,0.5,1.0,0.05,107,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,107,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,107,0.25,0.1875
BH,32,0.5,1.0,0.05,108,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,108,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,108,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,109,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,109,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,109,0.5,0.0625
BH,32,0.5,1.0,0.05,110,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,110,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,110,0.0,0.1875
BH,32,0.5,1.0,0.05,111,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,111,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,111,0.0,0.125
BH,32,0.5,1.0,0.05,112,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,112,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,112,0.5,0.125
BH,32,0.5,1.0,0.05,113,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,113,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,113,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,114,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,114,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,114,0.25,0.1875
BH,32,0.5,1.0,0.05,115,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,115,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,115,0.0,0.1875
BH,32,0.5,1.0,0.05,116,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,116,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,116,0.25,0.1875
BH,32,0.5,1.0,0.05,117,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,117,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,117,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,118,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,118,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,118,0.3333333333333333,0.25
BH,32,0.5,1.0,0.05,119,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,119,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,119,0.0,0.3125
BH,32,0.5,1.0,0.05,120,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,120,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,120,0.0,0.25
BH,32,0.5,1.0,0.05,121,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,121,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,121,0.0,0.125
BH,32,0.5,1.0,0.05,122,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,122,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,122,0.0,0.1875
BH,32,0.5,1.0,0.05,123,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,123,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,123,0.0,0.0625
BH,32,0.5,1.0,0.05,124,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,124,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,124,0.0,0.125
BH,32,0.5,1.0,0.05,125,0.0,0.125
Bonferroni,32,0.5,1.0,0.05,125,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,125,0.2222222222222222,0.4375
BH,32,0.5,1.0,0.05,126,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,126,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,126,0.5,0.125
BH,32,0.5,1.0,0.05,127,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,127,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,127,1.0,0.0
BH,32,0.5,1.0,0.05,128,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,128,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,128,0.5,0.0625
BH,32,0.5,1.0,0.05,129,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,129,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,129,0.25,0.1875
BH,32,0.5,1.0,0.05,130,0.0,0.1875
Bonferroni,32,0.5,1.0,0.05,130,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,130,0.0,0.25
BH,32,0.5,1.0,0.05,131,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,131,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,131,0.25,0.1875
BH,32,0.5,1.0,0.05,132,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,132,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,132,0.0,0.0
BH,32,0.5,1.0,0.05,133,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,133,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,133,0.3333333333333333,0.125
BH,32,0.5,1.0,0.05,134,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,134,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,134,0.0,0.375
BH,32,0.5,1.0,0.05,135,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,135,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,135,0.0,0.3125
BH,32,0.5,1.0,0.05,136,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,136,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,136,0.0,0.1875
BH,32,0.5,1.0,0.05,137,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,137,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,137,0.0,0.1875
BH,32,0.5,1.0,0.05,138,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,138,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,138,0.0,0.125
BH,32,0.5,1.0,0.05,139,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,139,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,139,0.0,0.1875
BH,32,0.5,1.0,0.05,140,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,140,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,140,0.0,0.3125
BH,32,0.5,1.0,0.05,141,0.0,0.0
Bonferroni,32,0.5,1.0,0.05,141,0.0,0.0
Uncorrected,32,0.5,1.0,0.05,141,0.0,0.25
BH,32,0.5,1.0,0.05,142,0.0,0.0625
Bonferroni,32,0.5,1.0,0.05,142,0.0,0.0625
Uncorrected,32,0.5,1.0,0.05,142,0.0,0.125
