method,m,pi0,effect_size,alpha,rep,FDR,Power
Bonferroni,64,0.5,0.5,0.05,214,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,214,0.5,0.03125
BH,64,0.5,0.5,0.05,215,0.6666666666666666,0.03125
Bonferroni,64,0.5,0.5,0.05,215,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,215,0.5,0.125
BH,64,0.5,0.5,0.05,216,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,216,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,216,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,217,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,217,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,217,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,218,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,218,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,218,0.75,0.03125
BH,64,0.5,0.5,0.05,219,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,219,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,219,0.25,0.09375
BH,64,0.5,0.5,0.05,220,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,220,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,220,0.5,0.03125
BH,64,0.5,0.5,0.05,221,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,221,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,221,0.5,0.0625
BH,64,0.5,0.5,0.05,222,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,222,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,222,0.4,0.09375
BH,64,0.5,0.5,0.05,223,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,223,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,223,0.5,0.0625
BH,64,0.5,0.5,0.05,224,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,224,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,224,0.8,0.03125
BH,64,0.5,0.5,0.05,225,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,225,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,225,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,226,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,226,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,226,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,227,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,227,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,227,0.2,0.125
BH,64,0.5,0.5,0.05,228,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,228,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,228,1.0,0.0
BH,64,0.5,0.5,0.05,229,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,229,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,229,0.25,0.09375
BH,64,0.5,0.5,0.05,230,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,230,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,230,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,231,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,231,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,231,1.0,0.0
BH,64,0.5,0.5,0.05,232,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,232,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,232,0.0,0.03125
BH,64,0.5,0.5,0.05,233,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,233,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,233,0.5,0.0625
BH,64,0.5,0.5,0.05,234,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,234,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,234,0.0,0.125
BH,64,0.5,0.5,0.05,235,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,235,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,235,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,236,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,236,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,236,0.0,0.0625
BH,64,0.5,0.5,0.05,237,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,237,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,237,0.5,0.0625
BH,64,0.5,0.5,0.05,238,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,238,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,238,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,239,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,239,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,239,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,240,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,240,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,240,1.0,0.0
BH,64,0.5,0.5,0.05,241,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,241,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,241,0.5,0.0625
BH,64,0.5,0.5,0.05,242,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,242,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,242,0.25,0.09375
BH,64,0.5,0.5,0.05,243,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,243,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,243,0.4,0.09375
BH,64,0.5,0.5,0.05,244,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,244,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,244,0.75,0.03125
BH,64,0.5,0.5,0.05,245,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,245,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,245,0.2,0.25
BH,64,0.5,0.5,0.05,246,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,246,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,246,0.5,0.03125
BH,64,0.5,0.5,0.05,247,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,247,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,247,0.5,0.0625
BH,64,0.5,0.5,0.05,248,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,248,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,248,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,249,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,249,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,249,0.75,0.03125
BH,64,0.5,0.5,0.05,250,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,250,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,250,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,251,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,251,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,251,1.0,0.0
BH,64,0.5,0.5,0.05,252,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,252,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,252,0.5,0.0625
BH,64,0.5,0.5,0.05,253,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,253,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,253,0.5,0.03125
BH,64,0.5,0.5,0.05,254,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,254,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,254,0.6666666666666666,0.09375
BH,64,0.5,0.5,0.05,255,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,255,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,255,0.4,0.09375
BH,64,0.5,0.5,0.05,256,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,256,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,256,0.0,0.125
BH,64,0.5,0.5,0.05,257,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,257,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,257,0.5,0.0625
BH,64,0.5,0.5,0.05,258,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,258,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,258,0.25,0.09375
BH,64,0.5,0.5,0.05,259,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,259,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,259,0.6,0.0625
BH,64,0.5,0.5,0.05,260,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,260,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,260,0.4,0.09375
BH,64,0.5,0.5,0.05,261,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,261,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,261,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,262,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,262,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,262,0.0,0.09375
BH,64,0.5,0.5,0.05,263,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,263,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,263,0.45454545454545453,0.1875
BH,64,0.5,0.5,0.05,264,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,264,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,264,0.8333333333333334,0.03125
BH,64,0.5,0.5,0.05,265,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,265,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,265,0.8,0.03125
BH,64,0.5,0.5,0.05,266,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,266,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,266,0.6,0.0625
BH,64,0.5,0.5,0.05,267,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,267,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,267,0.0,0.03125
BH,64,0.5,0.5,0.05,268,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,268,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,268,0.2,0.125
BH,64,0.5,0.5,0.05,269,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,269,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,269,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,270,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,270,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,270,0.0,0.03125
BH,64,0.5,0.5,0.05,271,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,271,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,271,0.6666666666666666,0.0625
BH,64,0.5,0.5,0.05,272,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,272,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,272,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,273,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,273,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,273,0.0,0.03125
BH,64,0.5,0.5,0.05,274,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,274,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,274,0.5,0.03125
BH,64,0.5,0.5,0.05,275,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,275,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,275,0.2,0.125
BH,64,0.5,0.5,0.05,276,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,276,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,276,0.4,0.09375
BH,64,0.5,0.5,0.05,277,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,277,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,277,0.2,0.125
BH,64,0.5,0.5,0.05,278,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,278,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,278,0.75,0.03125
BH,64,0.5,0.5,0.05,279,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,279,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,279,0.0,0.0625
BH,64,0.5,0.5,0.05,280,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,280,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,280,0.0,0.03125
BH,64,0.5,0.5,0.05,281,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,281,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,281,0.0,0.125
BH,64,0.5,0.5,0.05,282,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,282,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,282,0.0,0.09375
BH,64,0.5,0.5,0.05,283,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,283,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,283,0.5,0.03125
BH,64,0.5,0.5,0.05,284,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,284,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,284,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,285,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,285,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,285,0.25,0.09375
BH,64,0.5,0.5,0.05,286,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,286,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,286,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,287,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,287,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,287,0.4,0.09375
BH,64,0.5,0.5,0.05,288,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,288,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,288,0.25,0.09375
BH,64,0.5,0.5,0.05,289,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,289,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,289,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,290,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,290,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,290,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,291,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,291,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,291,0.5,0.0625
BH,64,0.5,0.5,0.05,292,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,292,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,292,0.25,0.09375
BH,64,0.5,0.5,0.05,293,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,293,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,293,0.0,0.0625
BH,64,0.5,0.5,0.05,294,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,294,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,294,0.0,0.0
BH,64,0.5,0.5,0.05,295,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,295,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,295,0.25,0.1875
BH,64,0.5,0.5,0.05,296,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,296,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,296,0.4,0.09375
BH,64,0.5,0.5,0.05,297,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,297,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,297,1.0,0.0
BH,64,0.5,0.5,0.05,298,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,298,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,298,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,299,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,299,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,299,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,300,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,300,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,300,0.25,0.09375
BH,64,0.5,0.5,0.05,301,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,301,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,301,0.0,0.0625
BH,64,0.5,0.5,0.05,302,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,302,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,302,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,303,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,303,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,303,0.4,0.09375
BH,64,0.5,0.5,0.05,304,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,304,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,304,0.5,0.0625
BH,64,0.5,0.5,0.05,305,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,305,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,305,0.0,0.0625
BH,64,0.5,0.5,0.05,306,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,306,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,306,0.0,0.1875
BH,64,0.5,0.5,0.05,307,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,307,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,307,0.0,0.0625
BH,64,0.5,0.5,0.05,308,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,308,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,308,0.25,0.09375
BH,64,0.5,0.5,0.05,309,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,309,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,309,0.5,0.0625
BH,64,0.5,0.5,0.05,310,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,310,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,310,0.5,0.03125
BH,64,0.5,0.5,0.05,311,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,311,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,311,0.5,0.0625
BH,64,0.5,0.5,0.05,312,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,312,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,312,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,313,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,313,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,313,0.5,0.0625
BH,64,0.5,0.5,0.05,314,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,314,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,314,0.4,0.09375
BH,64,0.5,0.5,0.05,315,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,315,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,315,0.4,0.09375
BH,64,0.5,0.5,0.05,316,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,316,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,316,1.0,0.0
BH,64,0.5,0.5,0.05,317,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,317,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,317,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,318,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,318,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,318,0.5,0.0625
BH,64,0.5,0.5,0.05,319,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,319,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,319,0.2,0.125
BH,64,0.5,0.5,0.05,320,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,320,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,320,0.5,0.0625
BH,64,0.5,0.5,0.05,321,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,321,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,321,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,322,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,322,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,322,0.4,0.09375
BH,64,0.5,0.5,0.05,323,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,323,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,323,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,324,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,324,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,324,0.0,0.125
BH,64,0.5,0.5,0.05,325,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,325,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,325,0.4,0.09375
BH,64,0.5,0.5,0.05,326,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,326,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,326,0.0,0.09375
BH,64,0.5,0.5,0.05,327,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,327,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,327,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,328,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,328,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,328,0.5,0.03125
BH,64,0.5,0.5,0.05,329,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,329,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,329,1.0,0.0
BH,64,0.5,0.5,0.05,330,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,330,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,330,0.0,0.03125
BH,64,0.5,0.5,0.05,331,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,331,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,331,0.25,0.09375
BH,64,0.5,0.5,0.05,332,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,332,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,332,0.0,0.0625
BH,64,0.5,0.5,0.05,333,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,333,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,333,0.25,0.09375
BH,64,0.5,0.5,0.05,334,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,334,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,334,0.6,0.0625
BH,64,0.5,0.5,0.05,335,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,335,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,335,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,336,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,336,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,336,0.25,0.09375
BH,64,0.5,0.5,0.05,337,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,337,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,337,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,338,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,338,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,338,0.6,0.0625
BH,64,0.5,0.5,0.05,339,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,339,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,339,0.3333333333333333,0.1875
BH,64,0.5,0.5,0.05,340,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,340,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,340,0.0,0.09375
BH,64,0.5,0.5,0.05,341,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,341,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,341,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,342,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,342,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,342,0.5,0.03125
BH,64,0.5,0.5,0.05,343,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,343,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,343,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,344,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,344,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,344,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,345,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,345,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,345,0.8,0.03125
BH,64,0.5,0.5,0.05,346,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,346,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,346,0.75,0.03125
BH,64,0.5,0.5,0.05,347,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,347,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,347,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,348,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,348,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,348,0.6,0.0625
BH,64,0.5,0.5,0.05,349,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,349,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,349,0.5,0.0625
BH,64,0.5,0.5,0.05,350,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,350,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,350,0.0,0.09375
BH,64,0.5,0.5,0.05,351,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,351,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,351,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,352,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,352,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,352,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,353,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,353,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,353,0.0,0.03125
BH,64,0.5,0.5,0.05,354,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,354,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,354,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,355,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,355,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,355,0.25,0.09375
BH,64,0.5,0.5,0.05,356,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,356,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,356,0.6,0.0625
BH,64,0.5,0.5,0.05,357,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,357,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,357,0.6,0.0625
BH,64,0.5,0.5,0.05,358,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,358,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,358,0.4,0.09375
BH,64,0.5,0.5,0.05,359,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,359,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,359,0.0,0.0625
BH,64,0.5,0.5,0.05,360,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,360,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,360,0.5,0.0625
BH,64,0.5,0.5,0.05,361,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,361,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,361,0.2,0.125
BH,64,0.5,0.5,0.05,362,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,362,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,362,0.0,0.15625
BH,64,0.5,0.5,0.05,363,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,363,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,363,0.0,0.03125
BH,64,0.5,0.5,0.05,364,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,364,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,364,0.5,0.03125
BH,64,0.5,0.5,0.05,365,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,365,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,365,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,366,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,366,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,366,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,367,0.0,0.0
