m,pi0,effect_size,alpha,fdr,tpr,r
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.13333333333333333,0.26,30
500,0.8,2.5,0.05,0.05,0.19,20
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.11904761904761904,0.37,42
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.10204081632653061,0.44,49
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.0,0.42,42
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.047619047619047616,0.2,21
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.16666666666666666,0.35,42
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.08163265306122448,0.45,49
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.04878048780487805,0.39,41
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.09090909090909091,0.4,44
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.08,0.23,25
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.11428571428571428,0.31,35
500,0.8,2.5,0.05,0.08571428571428572,0.32,35
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.04,0.48,50
500,0.8,2.5,0.05,0.07407407407407407,0.25,27
500,0.8,2.5,0.05,0.043478260869565216,0.22,23
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.10714285714285714,0.25,28
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.07692307692307693,0.48,52
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.0,0.41,41
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.07547169811320754,0.49,53
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.02127659574468085,0.46,47
500,0.8,2.5,0.05,0.0,0.25,25
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.07142857142857142,0.26,28
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.043478260869565216,0.22,23
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.14285714285714285,0.42,49
500,0.8,2.5,0.05,0.04878048780487805,0.39,41
500,0.8,2.5,0.05,0.058823529411764705,0.48,51
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.0,0.28,28
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.037037037037037035,0.26,27
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.0625,0.15,16
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.0,0.15,15
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.08571428571428572,0.32,35
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.0,0.46,46
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.13333333333333333,0.26,30
500,0.8,2.5,0.05,0.037037037037037035,0.26,27
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.0,0.17,17
500,0.8,2.5,0.05,0.14285714285714285,0.36,42
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
500,0.8,2.5,0.05,0.07692307692307693,0.24,26
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.05357142857142857,0.53,56
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.06976744186046512,0.4,43
500,0.8,2.5,0.05,0.06666666666666667,0.42,45
500,0.8,2.5,0.05,0.11764705882352941,0.3,34
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.021739130434782608,0.45,46
500,0.8,2.5,0.05,0.022727272727272728,0.43,44
500,0.8,2.5,0.05,0.06666666666666667,0.14,15
500,0.8,2.5,0.05,0.11627906976744186,0.38,43
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.07692307692307693,0.36,39
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.1,0.36,40
500,0.8,2.5,0.05,0.08163265306122448,0.45,49
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.0,0.2,20
500,0.8,2.5,0.05,0.10714285714285714,0.25,28
500,0.8,2.5,0.05,0.058823529411764705,0.16,17
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.022222222222222223,0.44,45
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.07692307692307693,0.36,39
500,0.8,2.5,0.05,0.06060606060606061,0.31,33
500,0.8,2.5,0.05,0.0,0.41,41
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.06451612903225806,0.29,31
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.05555555555555555,0.51,54
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.09090909090909091,0.4,44
500,0.8,2.5,0.05,0.06,0.47,50
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.041666666666666664,0.46,48
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.06818181818181818,0.41,44
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.11904761904761904,0.37,42
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.12244897959183673,0.43,49
500,0.8,2.5,0.05,0.08,0.23,25
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.11764705882352941,0.3,34
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.07317073170731707,0.38,41
500,0.8,2.5,0.05,0.06,0.47,50
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.05555555555555555,0.51,54
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.0,0.21,21
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.0,0.25,25
500,0.8,2.5,0.05,0.06976744186046512,0.4,43
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.1,0.45,50
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.043478260869565216,0.44,46
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.019230769230769232,0.51,52
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.08888888888888889,0.41,45
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
500,0.8,2.5,0.05,0.07894736842105263,0.35,38
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.041666666666666664,0.46,48
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.06976744186046512,0.4,43
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.0392156862745098,0.49,51
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.125,0.28,32
500,0.8,2.5,0.05,0.08695652173913043,0.21,23
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.06896551724137931,0.27,29
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.09090909090909091,0.3,33
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.0,0.39,39
500,0.8,2.5,0.05,0.05,0.19,20
500,0.8,2.5,0.05,0.08333333333333333,0.22,24
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.02564102564102564,0.38,39
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.05263157894736842,0.18,19
500,0.8,2.5,0.05,0.08333333333333333,0.22,24
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.06896551724137931,0.27,29
500,0.8,2.5,0.05,0.1,0.45,50
500,0.8,2.5,0.05,0.0,0.28,28
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.0,0.39,39
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.06896551724137931,0.27,29
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.06451612903225806,0.29,31
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.1,0.27,30
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.06976744186046512,0.4,43
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.07317073170731707,0.38,41
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.0,0.39,39
500,0.8,2.5,0.05,0.0,0.15,15
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.041666666666666664,0.46,48
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.041666666666666664,0.46,48
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.08,0.46,50
500,0.8,2.5,0.05,0.0,0.18,18
500,0.8,2.5,0.05,0.0,0.44,44
500,0.8,2.5,0.05,0.043478260869565216,0.44,46
500,0.8,2.5,0.05,0.08,0.23,25
500,0.8,2.5,0.05,0.02564102564102564,0.38,39
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.0,0.43,43
500,0.8,2.5,0.05,0.03125,0.31,32
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.09803921568627451,0.46,51
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.05263157894736842,0.18,19
500,0.8,2.5,0.05,0.02564102564102564,0.38,39
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.0975609756097561,0.37,41
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.11428571428571428,0.31,35
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.075,0.37,40
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.09090909090909091,0.4,44
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.037037037037037035,0.26,27
500,0.8,2.5,0.05,0.043478260869565216,0.44,46
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.0,0.19,19
500,0.8,2.5,0.05,0.0,0.25,25
500,0.8,2.5,0.05,0.02564102564102564,0.38,39
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.1,0.36,40
500,0.8,2.5,0.05,0.06060606060606061,0.31,33
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.07692307692307693,0.36,39
500,0.8,2.5,0.05,0.08571428571428572,0.32,35
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.0,0.41,41
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.043478260869565216,0.22,23
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.0975609756097561,0.37,41
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.0392156862745098,0.49,51
500,0.8,2.5,0.05,0.12244897959183673,0.43,49
500,0.8,2.5,0.05,0.045454545454545456,0.21,22
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.0,0.22,22
500,0.8,2.5,0.05,0.02564102564102564,0.38,39
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.10344827586206896,0.26,29
500,0.8,2.5,0.05,0.044444444444444446,0.43,45
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.0625,0.3,32
500,0.8,2.5,0.05,0.0,0.26,26
500,0.8,2.5,0.05,0.0,0.31,31
500,0.8,2.5,0.05,0.0,0.31,31
500,0.8,2.5,0.05,0.07142857142857142,0.39,42
500,0.8,2.5,0.05,0.0,0.17,17
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.0425531914893617,0.45,47
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.03333333333333333,0.29,30
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.08,0.23,25
500,0.8,2.5,0.05,0.07692307692307693,0.24,26
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.0,0.17,17
500,0.8,2.5,0.05,0.06976744186046512,0.4,43
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.14634146341463414,0.35,41
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.09090909090909091,0.4,44
500,0.8,2.5,0.05,0.07142857142857142,0.26,28
500,0.8,2.5,0.05,0.0,0.41,41
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.0,0.21,21
500,0.8,2.5,0.05,0.0,0.54,54
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.04081632653061224,0.47,49
500,0.8,2.5,0.05,0.0,0.41,41
500,0.8,2.5,0.05,0.0,0.4,40
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.0,0.28,28
500,0.8,2.5,0.05,0.0,0.22,22
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
500,0.8,2.5,0.05,0.08823529411764706,0.31,34
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.06451612903225806,0.29,31
500,0.8,2.5,0.05,0.07317073170731707,0.38,41
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.08108108108108109,0.34,37
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.06521739130434782,0.43,46
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.0,0.25,25
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.08333333333333333,0.33,36
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.07142857142857142,0.39,42
500,0.8,2.5,0.05,0.08571428571428572,0.32,35
500,0.8,2.5,0.05,0.0967741935483871,0.28,31
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
500,0.8,2.5,0.05,0.0,0.22,22
500,0.8,2.5,0.05,0.034482758620689655,0.28,29
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.15625,0.27,32
500,0.8,2.5,0.05,0.021739130434782608,0.45,46
500,0.8,2.5,0.05,0.08333333333333333,0.22,24
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.0,0.26,26
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.02127659574468085,0.46,47
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.07142857142857142,0.26,28
500,0.8,2.5,0.05,0.0,0.31,31
500,0.8,2.5,0.05,0.02857142857142857,0.34,35
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.038461538461538464,0.25,26
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.05555555555555555,0.34,36
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.06060606060606061,0.31,33
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.12195121951219512,0.36,41
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.075,0.37,40
500,0.8,2.5,0.05,0.0,0.31,31
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.06818181818181818,0.41,44
500,0.8,2.5,0.05,0.0,0.36,36
500,0.8,2.5,0.05,0.021739130434782608,0.45,46
500,0.8,2.5,0.05,0.046511627906976744,0.41,43
500,0.8,2.5,0.05,0.06451612903225806,0.29,31
500,0.8,2.5,0.05,0.0,0.34,34
500,0.8,2.5,0.05,0.07692307692307693,0.36,39
500,0.8,2.5,0.05,0.045454545454545456,0.42,44
500,0.8,2.5,0.05,0.06060606060606061,0.31,33
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.047619047619047616,0.4,42
500,0.8,2.5,0.05,0.04878048780487805,0.39,41
500,0.8,2.5,0.05,0.06666666666666667,0.28,30
500,0.8,2.5,0.05,0.07142857142857142,0.39,42
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.05,0.19,20
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.0,0.3,30
500,0.8,2.5,0.05,0.0,0.23,23
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.11627906976744186,0.38,43
500,0.8,2.5,0.05,0.0,0.26,26
500,0.8,2.5,0.05,0.037037037037037035,0.26,27
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.06666666666666667,0.42,45
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.06451612903225806,0.29,31
500,0.8,2.5,0.05,0.08,0.23,25
500,0.8,2.5,0.05,0.0,0.33,33
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.061224489795918366,0.46,49
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.1111111111111111,0.4,45
500,0.8,2.5,0.05,0.14893617021276595,0.4,47
500,0.8,2.5,0.05,0.07142857142857142,0.26,28
500,0.8,2.5,0.05,0.0,0.31,31
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.0,0.26,26
500,0.8,2.5,0.05,0.08695652173913043,0.21,23
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
